course_code	name	org_total_credits	org_type	org_lecture_credits	org_tutorial	org_practical	org_self_study	org_half_semester	org_prerequisite	org_text_reference	org_content	modtime	
MM 726	Corrosion Management and Modeling	6	T 	3	0	0	0	N	""	\302\267 Guidance for corrosion management in oil and gas production and processing, Energy Institute,\015\012London, 2008.\015\012\302\267 Practical Corrosion Management, IDC Technologies, Australia, United States\015\012\302\267 External corrosion management Inspection project, A report by the Offshore Division of HSE\302\222s\015\012Hazardous Installations Directorate\015\012\302\267 Modeling of Aqueous Corrosion, A. Anderko, OLI Systems Inc., 108 American Road, Morris Plains,\015\012NJ 07950, USA, Elsevier B.V. 2010.\015\012\302\267 Corrosion Modeling in Research Opportunities in Corrosion Science and Engineering, National\015\012Academic Press 2011.	General management approach for effective and economical corrosion control: Basis of corrosion\015\012management, tools of corrosion management, organizational policies and their implementation.\015\012Importance of design, application and implementation of effective corrosion control methodologies,\015\012corrosion monitoring, maintenance and inspection and their importance in corrosion management. Risk\015\012based design and inspection for industrial components. Role of failure analysis and its importance in\015\012corrosion management by using its input in better design and control policies.\015\012Modeling tools, mathematics for modeling, finite element approach. Illustrations in modeling corrosion\015\012life prediction. Corrosion modeling to predict the effectiveness of corrosion control measures. Prediction\015\012of current and potential distributions under different conditions and strategies. Application of corrosion\015\012modeling in: oil and gas applications, cathodic protection design, inhibitors applications, stress corrosion\015\012cracking and corrosion fatigue, electrochemical corrosion, and coatings of components and structures to\015\012predict their performance. Design of corrosion in concrete. Prediction of components life against high\015\012temperature corrosion: Fick\302\222s Law and its application.	2015-06-10 09:28:12.231364	
MM 727	Cossosion in Oil & Gas, Refineries & Petrochemical Industry	6	T 	3	0	0	0	N	""	\302\267 Metallurgy and Corrosion Control in Oil and Gas Production, Robert Heidersbach, Wiley 1st Edn.,\015\0122011.\015\012\302\267 Corrosion and Materials in the Oil and Gas Industries, Reza Javaherdashti (Editor), Chikezie\015\012Nwaoha (Editor), Henry Tan (Editor) CRC Press 2013.\015\012\302\267 Corrosion in the Petrochemical Industry, Linda Garverick (Ed.), ASM International, 1994.	Definition of highly aggressive environment, sour and sweet environments, materials requirements for\015\012offshore structures, refineries, petrochemical plants, X-40 to X120 steels for pipelines, high corrosion\015\012resistant materials such as superaustenitic, superferritic, Duplex stainless steels and special superalloys,\015\012design of corrosion resistant storage tanks, tank linings and cathodic protection, transportation of crude\015\012and gas, underground cross country pipelines, phenomena of corrosion in crude gas pipelines, complex\015\012combination of pH, water cut, oil, carbon dioxide and H2S, external corrosion prevention by coatings and\015\012cathodic protection, methods of corrosion monitoring of pipelines, PSP surveys, Pearson surveys,\015\012intelligent pigging, ultrasonic and other NDT methods, SCADA system. Corrosion of offshore structures,\015\012corrosion problems during deep well drilling, inhibitor dosing to water injection pipelines. Corrosion\015\012problems in refineries and petrochemical industries: review of typical environments of various units such\015\012as, hydrodesulphurization unit, distillation columns, fluid catalytic cracking units, reformers. Naphthenic\015\012acid corrosion, sulphidation and sulphidic corrosion, carbon dusting. Storage tanks corrosion and\015\012prevention.	2015-06-10 09:30:07.538225	
MM 728	Topics in Corrosion Research	6	T 	3	0	0	0	N	""	\302\267 Corrosion mechanisms, Florian Mansfeld (Ed), New York: Marcel Dekker, 1987\015\012\302\267 Corrosion mechanisms in theory and practice, P. Marcus and J. Oudar (Eds), New York: Marcel\015\012Dekker, 1995\015\012\302\267 Electrochemical techniques in corrosion science and engineering. Kelly, Robert G (Ed), New York:\015\012Marcel Dekker, 2003.\015\012\302\267 Stress corrosion cracking \302\226 Theory and Practice, V S Raja and T Shoji (Eds); Woodhead Publishing\015\012Limited, Oxford, 2011.	Passivity and localized corrosion\015\012Experimental techniques for Corrosion research\015\012Mechanisms of SCC and hydrogen embrittlement and concepts in materials development against such\015\012failures and life prediction\015\012Presentation of recent papers in corrosion research by students\015\012Advanced concepts in coatings development and evaluation\015\012Advanced materials for high temperature applications, selection criteria based upon mechanical\015\012properties. Materials for gas turbines, supercritical power plants\015\012Advanced concepts in coating failure, practical approaches to determine life of coatings, failure\015\012mechanisms and remedial measures	2015-06-10 09:30:57.705472	
MM 729	Characterization of Materials for Corrosion Control	6	T 	3	0	0	0	N	""	CB21 6AH, England, 2008.\015\012\302\267 Practical Non-destructive Testing, Baldev Raj, T. Jayakumar and M. Thavasimuthu, Narosa\015\012Publications, New Delhi, 1997.\015\012\302\267 Non-destructive Evaluation and Quality Control, ASM Handbook, Vol. 17, Ohio, 1989.\015\012	Corrosion fundamentals and characterization techniques, Electrochemical techniques for corrosion\015\012monitoring, Electrochemical polarization techniques, Electrochemical noise, Electrochemical Impedance\015\012spectroscopy, Gravimetric techniques, Electrical resistance techniques, Sensors for corrosion monitoring,\015\012Cathodic protection monitoring, Localized corrosion monitoring methods \302\226 SECM, SVET, drop cell, SCC\015\012measurement techniques, Surface analytical techniques.\015\012	2015-06-10 09:32:27.241128	
MM 730	Topics in Mechanical Behaviour of Materials	6	T 	3	0	0	0	N	""	\302\267 Electrochemical techniques in corrosion science and engineering, R. G. Kelly, J. R.\015\012Scully, D. Shoesmith, R. G. Buchheit, Marcel Dekker, New York, 2003.\015\012\302\267 Electrochemical techniques for corrosion engineering, R. Baboian, NACE, Houston,\015\0121986.\015\012\302\267 Introduction to high temperature oxidation and corrosion, A.S. Khanna, ASM\015\012International, 2002.\015\012\302\267 High Performance Coatings, A.S.Khanna (editor), Woodhead Publication, 2008.	Metallographic sample preparation and microstructural examination using optical microscope of\015\012steels, brasses, aluminum alloys, titanium alloys.\015\012Potential and pH measurements; weight loss measurements; determination of electrochemical\015\012kinetic parameters (Tafel extrapolation), passivity and pitting studies; illustration of role of\015\012inhibitors, galvanic corrosion, intergranualr corrosion tests: ASTM A 262 A and EPR techniques;\015\012Demonstration of stress corrosion cracking tests : U-bend, slow strains rate and constant load\015\012tests.\015\012High temperature oxidation kinetics of Cu, steel & SS at 500oC; characterization of oxide layers\015\012using optical, SEM/EDS (surface morphology & cross-section); study of bimetallic diffusion\015\012couples.\015\012Surface preparation and application of paint coatings; characterization: thickness, impact,\015\012hardness, adhesion and corrosion performance evaluation using salt spray, UV-weatherometer\015\012and EIS.	2015-06-10 09:35:34.643743	
MM 731	Experimens in Advanced Materials Processing (Lab)	5	L 	0	3	1	0	N	""	\302\267 K.Tien and J.F. Elliott (Eds.), Metallurgical Treatises, Metall. Soc. AIME, 1981.\015\012\302\267 G.E. Dieter, Mechanical Metallurgy, McGraw-Hill, 3rd Ed., 1988.\015\012\302\267 G.A. Higgerson, Experiments in Materials Technology, Affiliated East-West Press, 1973.	Induction melting and electroslag remelting, Formability tests, Rolling of metals, Powder processing, Solgel\015\012processing, Thin film deposition, Evaluation of castings and moulding sand.	2015-06-10 09:36:55.811836	
MM 732	Structural Characterization of Materials	3	T 	3	0	0	0	Y	""	\015\012B. D. Cullity and S. R. Stock, Elements of X-ray Diffraction, Prentice Hall; 3 ed., 2001\015\012R. Egerton, Physical Principles of Electron Microscopy: An Introduction to TEM, SEM, and\015\012AEM, Springer, 1st ed. 2005\015\012R. Haynes, Optical Microscopy of Materials, Springer, 1984	Optical microscopy \302\226 different modes of microscopy, image analysis\015\012Scanning electron microscopy \302\226 secondary electron and backscattered electron imaging,\015\012EDS/EPMA\015\012X-ray diffraction \302\226 indexing of XRD patterns, Intensity calculations, particle size effects, lattice\015\012parameter determination\015\012	2015-06-10 09:55:54.425831	
MM 733	Mechanical Characterization of Materials	3	T 	3	0	0	0	Y	""	Reference/Textbook\015\012W.F. Hosford, Mechanical Behavior of Materials, Cambridge University Press, 2005	Axial (tension and compression) testing of materials. Torsion test. Bend test (bulk and thin\015\012films). Hardness (Macro, Micro and Nano \302\226 Indentation). Scratch and wear test. Fracture (Impact\015\012test). Fatigue test. Creep and superplasticity.\015\012	2015-06-10 09:56:40.780581	
MM 734	Electrical Characterization of Materials	3	T 	3	0	0	0	Y	""	Peter Stallinga, Electrical Characterization of Organic Electronic Materials and Devices, Wiley,\015\012NJ, 2009\015\012Laszlo Solymar, Donald Walsh, Electrical Properties of Materials, Oxford University Press, 8th\015\012Ed., 2010	Conductivity measurements (bulk and thin films) \302\226 2 and 4 probe measurements in metals,\015\012semiconductors and insulators. Hall effect, mobility, carrier concentration measurements.\015\012AC measurements \302\226 impedance and dielectric. Various sources \302\226 grain, grain boundary, space\015\012charge, electron. Activation energy. Optical measurements \302\226 band gap in semiconductors.\015\012Absorption measurements, photoconductivity, photoluminescence for defects. Ellipsometry.\015\012Work function measurement \302\226 UPS, metal-semiconductor contacts, Kelvin probe.\015\012IR and Raman spectroscopy. Ferro-electric and ferro-magnetic measurements	2015-06-10 09:57:58.806808	
MM 735	Material Chracterization at High Temperatures	3	T 	3	0	0	0	Y	""	1. Treatise in Process Metallurgy (3 vol.s): Ed. S. Seetharaman, Elsevier Publications, 2013.\015\0122. O. Kubachewski & C. B. Alcock, Metallurgical Thermochemistry:, Pergamon Press, 1979.\015\0123. T. Allen, Particle Size Measurement:, Springer, 1990.	Importance of High temperature measurements-relevance to Materials Processing, Basic\015\012principles of measurements at high temperature: Temperature measurement (thermocouples,\015\012optical pyrometers), gas flow and composition, importance of gas cleaning, detection of trace\015\012constituents (e.g. oxygen sensing), means to attain high temperature, requirement of special\015\012atmosphere, choice of crucible/sample container, Thermal analysis: DTA, DSC, TGA,\015\012dilatometry, Measurement of Thermodynamic parameters:EMF measurement, equilibration with\015\012gas mixtures, iso-piestic method, special methods, Concept of \302\223capacity\302\224 of a slag: e.g. sulphide,\015\012phosphate, carbonate, alkali, etc., Thermophysical measurements:density, viscosity, interfacial\015\012tension, thermal conductivity, Particle characterisation: pycnometry, BET analysis, porosimetry,\015\012Case studies	2015-06-10 09:59:30.661577	
